parent_sctid,parent_sctid_2,parent_sctid_3,concept_sctid,fsn,pref_term,kp_clinician_display_name,icd9-CM,icd10-CM,kp_patient_display_name
,,,15167005,Alcohol abuse (disorder),Alcohol abuse,Alcohol abuse,305.00,F10.10,Alcohol abuse
,,,66590003,Alcohol dependence (disorder),Alcohol dependence,Alcohol dependence,303.90,F10.20,Alcohol dependence
191813001,,,61681000119104,Alcohol dependence in early full remission (disorder),Alcohol dependence in early full remission,"Alcohol dependence, early full remission",303.93,F10.21,"Alcohol dependence, early full remission"
191813001,,,61701000119101,Alcohol dependence in sustained full remission (disorder),Alcohol dependence in sustained full remission,"Alcohol dependence, sustained full remission",303.93,F10.21,"Alcohol dependence, sustained full remission"
,,,25702006,Alcohol intoxication (disorder),Alcohol intoxication,Alcohol intoxication,305.00,F10.929,Alcohol intoxication
,,,191480000,Alcohol withdrawal syndrome (disorder),Alcohol withdrawal syndrome,Alcohol withdrawal syndrome,291.81,F10.239,Alcohol withdrawal syndrome
,,,420054005,Alcoholic cirrhosis (disorder),Alcoholic cirrhosis,Alcoholic cirrhosis,571.2,K70.30,Alcoholic cirrhosis of liver
,,,235875008,Alcoholic hepatitis (disorder),Alcoholic hepatitis,Alcoholic hepatitis,571.1,K70.10,Alcoholic hepatitis
,,,41309000,Alcoholic liver damage (disorder),Alcoholic liver damage,Alcoholic liver damage,571.3,K70.9,Alcoholic liver damage
,,,274770006,Alkaline phosphatase raised (finding),Alkaline phosphatase raised,Elevated alkaline phosphatase,790.5,R74.8,Elevated alkaline phosphatase
,,,389145006,Allergic asthma (disorder),Allergic asthma,Allergic asthma,493.90,J45.909,"Asthma, allergic"
,,,61582004,Allergic rhinitis (disorder),Allergic rhinitis,Allergic rhinitis,477.9,J30.9,Allergic rhinitis (nose congestion)
429195002,,,156051000119109,Allergic rhinitis due to animal hair or dander (disorder),Allergic rhinitis due to animal hair or dander,Allergic rhinitis due to animal hair or dander,477.2,J30.81,Allergic rhinitis (nose congestion) animal hair/dander
,,,21719001,Allergic rhinitis due to pollen (disorder),Allergic rhinitis due to pollen,Allergic rhinitis due to pollen,477.0,J30.1,"Allergic rhinitis (nose congestion), pollen"
,,,56317004,Alopecia (disorder),Alopecia,Alopecia,704.00,L65.9,Alopecia (hair loss)
,,,68225006,Alopecia areata (disorder),Alopecia areata,Alopecia areata,704.01,L63.9,Alopecia areata (patchy hair loss)
,,,68913001,alpha Thalassemia (disorder),alpha Thalassemia,Alpha thalassemia,282.43,D56.0,"Thalassemia, alpha"
,,,191187006,Alpha trait thalassemia (disorder),Alpha trait thalassemia,Alpha thalassemia trait,282.46,D56.3,"Thalassemia trait, alpha"
,,,88111009,Altered bowel function (finding),Altered bowel function,Change in bowel habit,787.99,R19.4,Change in bowel habit
,,,419284004,Altered mental status (finding),Altered mental status,Altered mental status,780.97,R41.82,Altered mental status
,,,26929004,Alzheimer's disease (disorder),Alzheimer's disease,Alzheimers disease,331.0,G30.9/F02.80,Alzheimers disease
,,,14302001,Amenorrhea (finding),Amenorrhea,Amenorrhea,626.0,N91.2,Amenorrhea (nomenstrual flow)
,,,48167000,Amnesia (finding),Amnesia,Memory loss,780.93,R41.3,Memory loss
,,,84758004,Amphetamine abuse (disorder),Amphetamine abuse,Amphetamine abuse,305.70,F15.10,Amphetamine abuse
,,,21647008,Amphetamine dependence (disorder),Amphetamine dependence,Amphetamine dependence,304.40,F15.20,Amphetamine dependence
,,,6461009,Amygdalolith (disorder),Amygdalolith,Tonsillolith,474.8,J35.8,Tonsillolith (tonsil stone)
,,,30037006,Anal fissure (disorder),Anal fissure,Anal fissure,565.0,K60.2,Anal fissure
,,,195469007,Anal skin tag (disorder),Anal skin tag,Anal skin tag,455.9,K64.4,Skin tag of anus
,,,240597001,Anal warts (disorder),Anal warts,Anal wart,078.10,A63.0,Anal wart
,,,39579001,Anaphylaxis (disorder),Anaphylaxis,Anaphylaxis,995.0,T78.2XXA,Anaphylaxis (severe whole-body allergic reaction)
,,,442433009,Anasarca (finding),Anasarca,Anasarca,782.3,R60.1,Anasarca
,,,271737000,Anemia (disorder),Anemia,Anemia,285.9,D64.9,Anemia
267530009,,,10762261000119105,Anemia due to acute postoperative blood loss (disorder),Anemia due to acute postoperative blood loss,Anemia due to acute postoperative blood loss,285.1,D62,Anemia due to acute postoperative blood loss
,,,413532003,Anemia due to blood loss (disorder),Anemia due to blood loss,Anemia due to blood loss,280.0,D50.0,"Anemia, blood loss"
,,,429564000,Anemia due to chemotherapy (disorder),Anemia due to chemotherapy,Anemia due to antineoplastic drug,285.3,D64.81,"Anemia, due to chemotherapy"
,,,413533008,Anemia due to chronic blood loss (disorder),Anemia due to chronic blood loss,Anemia due to chronic blood loss,280.0,D50.0,"Anemia, chronic blood loss"
310647000,,,140151000119108,Anemia due to end stage renal disease (disorder),Anemia due to end stage renal disease,Anemia due to ESRD,285.21/585.6,N18.6/D63.1,"Anemia, end stage renal disease"
,,,199246003,Anemia during pregnancy - baby not yet delivered (disorder),Anemia during pregnancy - baby not yet delivered,Anemia in pregnancy,648.23,O99.019/D64.9,"Maternal anemia in pregnancy, before birth"
49708008,,,691421000119108,Anemia in CKD stage 3 (GFR 30-59) (disorder),Anemia in CKD stage 3,Anemia due to CKD stage 3 (GFR 30-59),285.21/585.3,N18.3/D63.1,Anemia in chronic kidney disease stage 3
,,,234347009,Anemia of chronic disorder (disorder),Anemia of chronic disease,Anemia of chronic disease,285.29,D63.8,Anemia of chronic disease
,,,49708008,Anemia of chronic renal failure (disorder),Anemia of chronic renal failure,Anemia due to CKD,285.21/585.9,D63.1/N18.9,Anemia due to chronic kidney disease
,,,47100003,Anemia of prematurity (disorder),Anemia of prematurity,Anemia of prematurity,776.6,P61.2,Anemia of prematurity
,,,425963007,Aneurysm of ascending aorta (disorder),Aneurysm of ascending aorta,Ascending thoracic aortic aneurysm,441.2,I71.2,Aneurysm of ascending aorta
13290008,,,15631651000119107,Aneurysm of left iliac artery (disorder),Aneurysm of left iliac artery,Left iliac artery aneurysm,442.2,I72.3,Left iliac artery aneurysm
13290008,,,15640181000119103,Aneurysm of right iliac artery (disorder),Aneurysm of right iliac artery,Right iliac artery aneurysm,442.2,I72.3,Right iliac artery aneurysm
,,,433068007,Aneurysm of thoracic aorta (disorder),Aneurysm of thoracic aorta,Thoracic aortic aneurysm,441.2,I71.2,Aneurysm of thoracic aorta
,,,194828000,Angina (disorder),Angina,Angina,413.9,I20.9,Angina pectoris (chest pain)
,,,41291007,Angioedema (disorder),Angioedema,Angioedema,995.1,T78.3XXA,Angioedema
,,,293500009,Angiotensin-converting-enzyme inhibitor adverse reaction (disorder),Angiotensin-converting-enzyme inhibitor adverse reaction,ACE inhibitor sensitivity,995.27/E942.9,T46.4X5A,ACE inhibitor sensitivity
,,,13045009,Anisocoria (disorder),Anisocoria,Anisocoria,379.41,H57.02,Anisocoria (unequal size of pupils)
,,,3289004,Anisometropia (disorder),Anisometropia,Anisometropia,367.31,H52.31,Anisometropia (eye condition)
,,,9631008,Ankylosing spondylitis (disorder),Ankylosing spondylitis,Ankylosing spondylitis,720.0,M45.9,Ankylosing spondylitis
,,,72779005,Anorectal fistula (disorder),Anorectal fistula,Anal fistula,565.1,K60.3,Anal fistula
,,,197232005,Anorectal pain (finding),Anorectal pain,Anorectal pain,569.42,K62.89,Anorectal pain
,,,56882008,Anorexia nervosa (disorder),Anorexia nervosa,Anorexia nervosa,307.1,F50.00,Anorexia nervosa
,,,169665005,Antenatal ultrasound scan abnormal (finding),Antenatal ultrasound scan abnormal,Abnl antenatal ultrasound,796.5,O28.3,Abnormal ultrasound scan
11687002,,,40801000119106,Antepartum diabetes mellitus (disorder),Antepartum diabetes mellitus,"Gestational DM, antepartum",648.83,O24.419,Gestational diabetes (diabetes of pregnancy)
,,,34842007,Antepartum hemorrhage (disorder),Antepartum hemorrhage,Vaginal bleeding in pregnancy,641.93,O46.90,Vaginal bleeding in pregnancy
,,,202888004,Anterior shin splints (disorder),Anterior shin splints,Shin splints,844.9,T79.6XXA,Shin splints
,,,441781003,Antibody titer above reference range (finding),High antibody titer,Elevated antibody titer,795.79,R76.0,Elevated antibody titer
,,,444551008,Antinuclear antibody above reference range (finding),Raised antinuclear antibody,Elevated ANA titer,795.79,R76.0,Elevated antinuclear antibody (ANA) titer
,,,26843008,Antiphospholipid syndrome (disorder),Antiphospholipid syndrome,Antiphospholipid syndrome,289.81,D68.61,Antiphospholipid syndrome
,,,48694002,Anxiety (finding),Anxiety,Anxiety,300.00,F41.9,Anxiety
,,,197480006,Anxiety disorder (disorder),Anxiety disorder,Anxiety disorder,300.00,F41.9,Anxiety disorder
,,,67362008,Aortic aneurysm (disorder),Aortic aneurysm,Aortic aneurysm,441.9,I71.9,Aneurysm of aorta
,,,251036003,Aortic root dilatation (disorder),Aortic root dilatation,Dilated aortic root,447.71,I77.810,Dilated aortic root
,,,8722008,Aortic valve disorder (disorder),Aortic valve disorder,Aortic valve disease,424.1,I35.9,Aortic valve disease
,,,60234000,Aortic valve regurgitation (disorder),Aortic valve regurgitation,Aortic valve regurgitation,424.1,I35.1,Aortic valve regurgitation
,,,67754003,Aortic valve sclerosis (disorder),Aortic valve sclerosis,Aortic valve sclerosis,424.1,I35.8,Aortic valve sclerosis
,,,60573004,Aortic valve stenosis (disorder),Aortic valve stenosis,Aortic valve stenosis,424.1,I35.0,Aortic valve stenosis
,,,87486003,Aphasia (finding),Aphasia,Aphasia,784.3,R47.01,Aphasia
,,,426965005,Aphthous ulcer of mouth (disorder),Aphthous ulcer of mouth,Aphthous stomatitis,528.2,K12.0,Aphthous stomatitis (canker sore of mouth)
,,,13094009,Apnea in the newborn (finding),Apnea in the newborn,Neonatal apnea,770.81,P28.4,Neonatal apnea
,,,74400008,Appendicitis (disorder),Appendicitis,Appendicitis,541,K37,Appendicitis
,,,87715008,Aptyalism (disorder),Aptyalism,Dry mouth,527.7,R68.2,Dry mouth
,,,33595009,Arachnoid cyst (disorder),Arachnoid cyst,Arachnoid cyst,348.0,G93.0,Arachnoid cyst
,,,3723001,Arthritis (disorder),Arthritis,Arthritis,716.90,M19.90,Arthritis
443798008,,,1074621000119108,Arthritis of bilateral acromioclavicular joints (disorder),Arthritis of bilateral acromioclavicular joints,Arthritis of bilat acromioclavicular joints,716.91,M19.011/M19.012,Arthritis of bilateral acromioclavicular joints
68449006,,,1074821000119107,Arthritis of bilateral hips (disorder),Arthritis of bilateral hips,Arthritis of bilat hips,716.95,M16.0,Arthritis of bilateral hips
371081002,,,1074871000119108,Arthritis of bilateral knees (disorder),Arthritis of bilateral knees,Arthritis of bilat knees,716.96,M17.0,Arthritis of bilateral knees
443798008,,,1074641000119102,Arthritis of bilateral shoulders (disorder),Arthritis of bilateral shoulders,Arthritis of bilat shoulders,716.91,M19.011/M19.012,Arthritis of bilateral shoulders
448589005,,,1074791000119104,Arthritis of both hands (disorder),Arthritis of both hands,Arthritis of bilat hands,716.94,M19.041/M19.042,Arthritis of bilateral hands
443798008,,,1074581000119108,Arthritis of left acromioclavicular joint (disorder),Arthritis of left acromioclavicular joint,Arthritis of left acromioclavicular joint,716.91,M19.012,Arthritis of left shoulder joint
448589005,,,1074751000119109,Arthritis of left hand (disorder),Arthritis of left hand,Arthritis of left hand,716.94,M19.042,Arthritis of left hand
68449006,,,1074831000119105,Arthritis of left hip (disorder),Arthritis of left hip,Arthritis of left hip,716.95,M16.12,Arthritis of left hip
371081002,,,1074851000119104,Arthritis of left knee (disorder),Arthritis of left knee,Arthritis of left knee,716.96,M17.12,Arthritis of left knee
443798008,,,1074591000119106,Arthritis of left shoulder (disorder),Arthritis of left shoulder,Arthritis of left shoulder,716.91,M19.012,Arthritis of left shoulder
371082009,,,17791000119102,Arthritis of low back (disorder),Arthritis of low back,Arthritis of low back,721.3,M47.9,"Arthritis, low back"
443798008,,,1074601000119104,Arthritis of right acromioclavicular joint (disorder),Arthritis of right acromioclavicular joint,Arthritis of right acromioclavicular joint,716.91,M19.011,Arthritis of right shoulder joint
448589005,,,1074761000119106,Arthritis of right hand (disorder),Arthritis of right hand,Arthritis of right hand,716.94,M19.041,Arthritis of right hand
68449006,,,1074841000119101,Arthritis of right hip (disorder),Arthritis of right hip,Arthritis of right hip,716.95,M16.11,Arthritis of right hip
371081002,,,1074861000119102,Arthritis of right knee (disorder),Arthritis of right knee,Arthritis of right knee,716.96,M17.11,Arthritis of right knee
443798008,,,1074611000119101,Arthritis of right shoulder (disorder),Arthritis of right shoulder,Arthritis of right shoulder,716.91,M19.011,Arthritis of right shoulder
,,,427500003,Arthropathy of cervical spine facet joint (disorder),Arthropathy of cervical spine facet joint,Arthropathy of cervical facet,721.0,M46.92,Arthropathy of cervical (neck) facet
,,,428671008,Arthropathy of lumbar facet joint (disorder),Arthropathy of lumbar facet joint,Arthropathy of lumbar facet,721.3,M46.96,Arthropathy of lumbar facet
,,,389026000,Ascites (disorder),Ascites,Ascites,789.59,R18.8,Ascites (abnormal fluid in the abdomen)
,,,23560001,Asperger's disorder (disorder),Asperger's disorder,Aspergers disorder,299.80,F84.5,Aspergers disorder
,,,422588002,Aspiration pneumonia (disorder),Aspiration pneumonia,Aspiration pneumonia,507.0,J69.0,Aspiration pneumonia
,,,89105000,Asteatosis cutis (disorder),Asteatosis cutis,Xerosis cutis,706.8,L85.3,Dry skin
,,,195967001,Asthma (disorder),Asthma,Asthma,493.90,J45.909,Asthma
,,,405944004,Asthmatic bronchitis (disorder),Asthmatic bronchitis,Asthmatic bronchitis,493.90,J45.909,Asthmatic bronchitis
,,,91947003,Asymptomatic human immunodeficiency virus infection (disorder),Asymptomatic human immunodeficiency virus infection,Asymptomatic HIV infection,V08,Z21,Asymptomatic HIV infection
,,,129839007,At risk for falls (finding),At risk for falls,Fall risk,V15.88,Z91.81,Patient at increased risk for falling
,,,20262006,Ataxia (finding),Ataxia,Ataxia,781.3,R27.0,Ataxia (loss of muscle coordination)
,,,46621007,Atelectasis (disorder),Atelectasis,Atelectasis,518.0,J98.11,Atelectasis
,,,81817003,Atherosclerosis of aorta (disorder),Atherosclerosis of aorta,Atherosclerosis of aorta,440.0,I70.0,Atherosclerosis of aorta
,,,441574008,Atherosclerosis of artery (disorder),Atherosclerosis of artery,Atherosclerosis,440.9,I70.90,Atherosclerosis of artery
51274000,,,12236911000119107,Atherosclerosis of bilateral legs (disorder),Atherosclerosis of bilateral legs,Atherosclerosis of bilat legs,440.20,I70.203,Atherosclerosis of both leg native arteries
51274000,,,12237031000119103,Atherosclerosis of left leg (disorder),Atherosclerosis of left leg,Atherosclerosis of left leg,440.20,I70.202,Atherosclerosis of left leg native artery
51274000,,,12237151000119108,Atherosclerosis of right leg (disorder),Atherosclerosis of right leg,Atherosclerosis of right leg,440.20,I70.201,Atherosclerosis of right leg native artery
,,,27214003,Atonic postpartum hemorrhage (disorder),Atonic postpartum hemorrhage,Postpartum hemorrhage due to uterine atony,666.14,O72.1,"Hemorrhage, postpartum (after childbirth), due to uterine atony"
,,,24079001,Atopic dermatitis (disorder),Atopic dermatitis,Atopic dermatitis,691.8,L20.9,"Eczema, atopic"
,,,49436004,Atrial fibrillation (disorder),Atrial fibrillation,Atrial fibrillation,427.31,I48.91,Atrial fibrillation
49436004,44103008,,120041000119109,Atrial fibrillation with rapid ventricular response (disorder),Atrial fibrillation with rapid ventricular response,Atrial fibrillation w rapid ventricular response,427.31,I48.0,ATRIAL FIBRILLATION WITH RAPID VENTRICULAR RESPONSE
,,,5370000,Atrial flutter (disorder),Atrial flutter,Atrial flutter,427.32,I48.92,Atrial flutter
,,,70142008,Atrial septal defect (disorder),Atrial septal defect,Atrial septal defect,745.5,Q21.1,Atrial septal defect
,,,52441000,Atrophic vaginitis (disorder),Atrophic vaginitis,Postmenopausal atrophic vaginitis,627.3,N95.2,Atrophic vaginitis
,,,297147009,Atrophy of vagina (disorder),Atrophy of vagina,Vaginal atrophy,627.3,N95.2,Atrophy of vagina
,,,406506008,Attention deficit hyperactivity disorder (disorder),Attention deficit hyperactivity disorder,ADHD,314.01,F90.9,ADHD
,,,31177006,"Attention deficit hyperactivity disorder, combined type (disorder)","Attention deficit hyperactivity disorder, combined type","ADHD, combined",314.01,F90.2,"ADHD, combined"
